21,0
34,0
36,0
59,0
68,0
151,0
295,0
296,0
347,0
384,0
470,0
489,0
520,0
575,0
607,0
630,0
671,0
753,0
848,0
917,0
950,0
992,0
1119,0
1124,0
1126,0
1135,0
1149,0
1361,0
1381,0
1460,0
1494,0
1538,0
1684,0
1730,0
1737,0
2096,0
2225,0
2296,0
2438,0
2741,0
2819,0
2857,0
2887,0
2933,0
2986,0
3004,0
3041,0
3042,0
3045,0
3053,0
3114,0
3191,0
3289,0
3376,0
3426,0
3535,0
3571,0
3596,0
3602,0
3700,0
3798,0
3809,0
3842,0
3850,0
3869,0
3893,0
3968,0
3978,0
4003,0
4095,0
4242,0
4297,0
4300,0
4322,0
4325,0
4327,0
4461,0
4529,0
4537,0
4553,0
4578,0
4640,0
4663,0
4719,0
4765,0
4856,0
4863,0
5050,0
5242,0
5254,0
5302,0
5404,0
5739,0
5771,0
5782,0
5820,0
5856,0
5946,0
6076,0
6184,0
6228,0
6233,0
6236,0
6296,0
6484,0
6564,0
6663,0
6710,0
6772,0
6837,0
7022,0
7069,0
7070,0
7076,0
7370,0
7409,0
7412,0
7481,0
7503,0
7518,0
7643,0
7688,0
7858,0
7859,0
7900,0
7908,0
7909,0
7936,0
7953,0
7980,0
7986,0
7988,0
8065,0
8072,0
8281,0
8302,0
8308,0
8394,0
8410,0
8657,0
8686,0
8711,0
8721,0
8755,0
8769,0
8796,0
8835,0
8914,0
9056,0
9180,0
9283,0
9359,0
9417,0
9507,0
9688,0
9699,0
9739,0
9740,0
9809,0
9834,0
9844,0
9855,0
9923,0
9930,0
9990,0
9995,0
10021,0
10151,0
10244,0
10301,0
10434,0
10442,0
10483,0
10526,0
10692,0
10693,0
10774,0
10777,0
10865,0
10885,0
10918,0
10925,0
10946,0
10984,0
11003,0
11076,0
11157,0
11195,0
11409,0
11413,0
11420,0
11482,0
11517,0
11560,0
11651,0
11665,0
11727,0
11817,0
11823,0
11948,0
11966,0
11979,0
11980,0
11992,0
12007,0
12236,0
12259,0
12333,0
12449,0
12515,0
12522,0
12589,0
12599,0
12681,0
12715,0
12763,0
12810,0
12842,0
12974,0
13039,0
13072,0
13082,0
13096,0
13097,0
13099,0
13107,0
13109,0
13132,0
13137,0
13284,0
13345,0
13347,0
13386,0
13395,0
13745,0
13934,0
14009,0
14025,0
14174,0
14221,0
14312,0
14500,0
14625,0
14682,0
14914,0
15048,0
15051,0
15076,0
15080,0
15092,0
15168,0
15243,0
15417,0
15542,0
15651,0
15679,0
15697,0
15705,0
15727,0
15984,0
15999,0
16001,0
16011,0
16033,0
16232,0
16262,0
16279,0
16326,0
16337,0
16374,0
16485,0
16518,0
16522,0
16719,0
16768,0
16777,0
16781,0
16803,0
17197,0
17201,0
17243,0
17250,0
17285,0
17386,0
17438,0
17458,0
17533,0
17541,0
17669,0
17692,0
17721,0
17781,0
17783,0
17838,0
17881,0
17944,0
18093,0
18119,0
18214,0
18466,0
18712,0
18755,0
18801,0
18862,0
18876,0
18889,0
19032,0
19055,0
19079,0
19102,0
19103,0
19108,0
19118,0
19120,0
19121,0
19130,0
19168,0
19186,0
19234,0
19253,0
19506,0
19549,0
19625,0
19629,0
19647,0
19661,0
19706,0
19732,0
19744,0
19784,0
19790,0
19791,0
19984,0
20158,0
20168,0
116,1
205,1
214,1
215,1
254,1
407,1
521,1
590,1
1002,1
1028,1
1195,1
1255,1
1260,1
1268,1
1292,1
1319,1
1892,1
1977,1
2090,1
2338,1
2444,1
2532,1
2579,1
2675,1
2742,1
2782,1
2876,1
3003,1
3060,1
3121,1
3208,1
3355,1
3370,1
3396,1
3442,1
3446,1
3461,1
3495,1
3512,1
3627,1
3743,1
3960,1
4330,1
4393,1
4428,1
4470,1
4572,1
4743,1
4844,1
4932,1
4945,1
5002,1
5073,1
5208,1
5488,1
5525,1
5680,1
6010,1
6050,1
6116,1
6381,1
6470,1
6566,1
6616,1
6833,1
7125,1
7196,1
7277,1
7308,1
7569,1
7621,1
7752,1
7786,1
8058,1
8113,1
8151,1
8223,1
8232,1
8272,1
8346,1
8420,1
8423,1
8436,1
8507,1
8630,1
8666,1
8784,1
8882,1
8884,1
8890,1
9029,1
9223,1
9247,1
9342,1
9363,1
9411,1
9519,1
9706,1
9709,1
9926,1
10229,1
10339,1
10387,1
10422,1
10535,1
10610,1
10741,1
10797,1
10819,1
10955,1
11190,1
11220,1
11245,1
11291,1
11406,1
11430,1
11434,1
11530,1
11728,1
11747,1
11803,1
11915,1
12019,1
12239,1
12302,1
12309,1
12375,1
12494,1
12545,1
12648,1
12698,1
12760,1
12878,1
13007,1
13074,1
13084,1
13200,1
13265,1
13302,1
13577,1
13610,1
13728,1
13942,1
13984,1
14103,1
14133,1
14327,1
14416,1
14560,1
14619,1
14760,1
14798,1
14968,1
14969,1
15057,1
15127,1
15203,1
15205,1
15291,1
15365,1
15569,1
15790,1
15791,1
15824,1
16062,1
16278,1
16344,1
16371,1
16505,1
16623,1
16631,1
16685,1
17090,1
17095,1
17253,1
17356,1
17368,1
17664,1
17796,1
17900,1
17947,1
17949,1
18004,1
18059,1
18155,1
18289,1
18371,1
18492,1
18684,1
18798,1
18885,1
19066,1
19282,1
19283,1
19475,1
19659,1
19663,1
19714,1
19809,1
20021,1
20024,1
20047,1
30,2
121,2
152,2
174,2
421,2
550,2
622,2
658,2
664,2
895,2
1044,2
1051,2
1061,2
1091,2
1108,2
1120,2
1151,2
1219,2
1283,2
1294,2
1313,2
1330,2
1478,2
1510,2
1632,2
1731,2
1811,2
1814,2
1822,2
1944,2
1960,2
2027,2
2178,2
2235,2
2441,2
2455,2
2504,2
2512,2
2606,2
2643,2
2752,2
2755,2
2803,2
2851,2
2931,2
2979,2
2985,2
2995,2
3262,2
3413,2
3490,2
3649,2
3685,2
3706,2
4179,2
4500,2
4534,2
4586,2
4742,2
4819,2
4870,2
4884,2
5034,2
5091,2
5119,2
5172,2
5233,2
5268,2
5316,2
5533,2
5582,2
5606,2
5652,2
5675,2
5932,2
6102,2
6158,2
6240,2
6324,2
6408,2
6410,2
6433,2
6520,2
6530,2
6632,2
6640,2
6849,2
6950,2
6961,2
6972,2
7015,2
7053,2
7082,2
7100,2
7212,2
7314,2
7359,2
7441,2
7549,2
7556,2
7602,2
7808,2
8059,2
8260,2
8366,2
8409,2
8595,2
8829,2
9106,2
9112,2
9188,2
9286,2
9376,2
9387,2
9390,2
9469,2
9486,2
9573,2
9658,2
9782,2
9789,2
9795,2
9802,2
9908,2
9938,2
9986,2
10032,2
10086,2
10122,2
10131,2
10196,2
10237,2
